name,department,title_1,title_2,title_3,title_4,title_5,website,biography,headshot,faculty_page,areas_of_expertise_1,areas_of_expertise_2,areas_of_expertise_3,areas_of_expertise_4,areas_of_expertise_5,areas_of_expertise_6,areas_of_expertise_7,areas_of_expertise_8,areas_of_expertise_9,areas_of_expertise_10,areas_of_expertise_11,areas_of_expertise_12,areas_of_expertise_13,areas_of_expertise_14,areas_of_expertise_15,areas_of_expertise_16,areas_of_expertise_17
Michael L. Pearl,"Obstetrics, Gynecology and Reproductive Medicine","Professor and Director of Division of Gynecological Oncology, Vice Chairman of Research and Faculty Development, Director of Women's Cancer services",Obstetrics,Gynecology and Reproductive Medicine,School of Medicine,,http://medicine.stonybrookmedicine.edu/obgyn/research/michaelpearlmd,"Michael Pearl’s research interests are ovarian cancer, uterine cancer, and general gynecologic oncology. In addition to his clinical activities, he is the chairman of Stony Brook University’s Committee (B) on Research in Human Subjects. He is also the Principal Investigator at Stony Brook Medicine for NRG Oncology, a National Cancer Institute-funded cooperative research group dedicated to promoting excellence in the quality and integrity of scientific research.",https://www.stonybrook.edu/faculty-directory/images/PearlMichael.jpg,https://www.stonybrook.edu/experts/profile/michael-pearl,cancer of the cervix,endometrial cancer (uterus),fallopian tubes,gestational trophoblastic disease,gynecologic cancer,gynecologic malignancies,gynecologic oncology,ovarian cancer,primary peritoneum,uterine cancer,vaginal cancer,vulvar cancer,womb cancer,,,,
Ramin V. Parsey,Psychiatry,"Professor and Chair of the Department of Psychiatry, Della Pietra Family Chair in Biomedical Imaging, Professor or Radiology, Director of PET Research, Co-Director of Neuroscience Institute",Psychiatry,School of Medicine,,,http://medicine.stonybrookmedicine.edu/medicine/residency/parsey,"Ramin Parsey, a “biological psychiatrist,” focuses on depression and dementia, utilizing novel tools of positron emission tomography (PET) and other cutting-edge brain imaging technologies. Ramin serves as a grant reviewer for the NIH Extramural Program for Autism Center Grants, the NIH Intramural Psychiatry Program, and for the American Foundation for Suicide Prevention . Ramin will continue to pursue his PET and other studies of the mechanisms by which antidepressants work, and to identify biomarkers of successful treatment.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/ParseyRamin.jpg,https://www.stonybrook.edu/experts/profile/ramin-parsey,anxiety,bipolar disorder,depression,depression during holidays,depressive disorder,manic depression,mood disorders,psychiatry,psychopharmacology,psychotherapy,,,,,,,
Robert I. Parker,"Pediatrics, Hematology, Oncology","Professor, Vice Chair for Academic Affairs, Director",Pediatrics,Hematology,Oncology,School of Medicine,http://www.doximity.com/pub/robert-parker-md/4,"Robert Parker’s particular expertise is in bleeding disorders, pediatric thrombosis disorders, and in the design and conduct of clinical trials. Under Dr. Parker’s direction, Pediatric Hematology/Oncology at Stony Brook has become a top regional program for cancer care. The program is part of the Children’s Oncology Group, an international organization of more than 220 pediatric oncology programs that sponsors the most promising treatments for childhood cancer through clinical trials.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/ParkerRobert.jpg,https://www.stonybrook.edu/experts/profile/robert-parker,bleeding disorders,bone cancer,brain cancer,brain tumor,childhood cancer,ethics,hematology oncology peds,leukemia,lymphoma,neroblastoma,pediatric hematology,pediatric oncology,rhabdomyosarcoma,wilm's tumor,,,
Margaret Parker,Pediatrics,"Pediatrician, Director of Pediatric Intensive Care Unit (PICU), Chief of Critical Care Division",Pediatrics,School of Medicine,,,,"Dr. Margaret Parker is a pediatric critical care specialist with expertise in the management of shock, respiratory failure, and organ failure.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/ParkerMargaret.jpg,https://www.stonybrook.edu/experts/profile/margaret-parker,pediatric trauma,pediatric critical care,congenital heart disease,sepsis,asthma,,,,,,,,,,,,
James Paci,Orthopaedics,Associate Professor,Orthopaedics,School of Medicine,,,,"James Paci specializes in the care of athletes and disorders of the shoulder, elbow, and knee. He currently performs clinical and biomechanical research at the Stony Brook University School of Medicine. He is a team orthopaedic physician for Stony Brook University, Suffolk County Community College, Dowling College, and an orthopaedic team physician and consultant for many high schools on Long Island. He is board certified in Orthopaedic Surgery and holds an additional Certification in Orthopaedic Sports Medicine. Read bio",https://www.stonybrook.edu/far-beyond/faculty-directory/images/PaciJames.jpg,https://www.stonybrook.edu/experts/profile/james-paci,sports medicine,meniscus surgery,foot surgery,shoulder surgery,knee surgery,elbow surgery,arthritis,injury prevention,rotator cuff,tommy john surgery,sports injury,,,,,,
Lester G. Paldy,Technology and Society,Distinguished Service Professor,Technology and Society,College of Engineering and Applied Sciences,,,http://ucolleges.stonybrook.edu/staff/lester-paldy,Lester Paldy is a former Marine officer and member of U.S. nuclear weapon negotiating delegations in Geneva and at the UN. His work on nuclear weapons issues includes the threat posed by terrorists attempting to build and use an improvised nuclear device and the multilateral agreement signed by with Iran. He is a Fellow of the American Association for the Advancement of Science and a consultant for several federal agencies.,https://www.stonybrook.edu/faculty-directory/images/PaldyLester.jpg,https://www.stonybrook.edu/experts/profile/lester-paldy,nuclear weapons,terrorism,treaty negotiation,,,,,,,,,,,,,,
Oyeronke Oyewumi,Sociology,Associate Professor,Sociology,College of Arts and Sciences,,,,"Oyeronke Oyewumi's primary areas of expertise are gender and race. Other focal areas include feminism and social inequality. She is the author of the book,  The Invention of Women: Making an African Sense of Western Gender Discourses, for which she received a Distinguished Book Award from the Sex and Gender Section of the American Sociological Association. In 2014, she received the Distinguished Africanist Award by the New York African Studies Association.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/OyewumiOyeronke.jpg,https://www.stonybrook.edu/experts/profile/oyeronke-oyewumi,gender,race,feminism,social inequality,transnational feminist studies,pan-africanism,african studies,,,,,,,,,,
Jennifer Osipoff,Pediatric Endocrinology,Assistant Professor of Pediatrics,Pediatric Endocrinology,School of Medicine,,,http://www.stonybrookmedicine.edu/profile?pid=5&name=Jennifer%20Osipoff%20MD,"Dr. Jennifer Osipoff is a board certified pediatric endocrinologist. She is particularly interested in clinical research involving management of diabetes mellitus and new diabetes management technology, such as closed hybrid loop insulin pump systems. Prior and ongoing research has involved investigating prospective memory in children with type 1 diabetes mellitus, assessing school nurses educational needs for caring for students with type 1 diabetes mellitus, and serving as the local primary investigator for national clinical trials involving insulin pumps and continuous glucose monitoring in pediatric patients.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/OsipoffJennifer.gif,https://www.stonybrook.edu/experts/profile/osipoff-jennifer,pediatric diabetes,diabetes management,hybrid closed loop technology,insulin pumps,continuous glucose monitors,,,,,,,,,,,,
Artem Oganov,Department of Geosciences,"Professor, Director of the Center for Materials by Design",Department of Geosciences,College of Arts and Sciences,,,https://www.stonybrook.edu/commcms/geosciences/people/faculty/oganov/,"Artem Oganov is a highly acclaimed American and Russian crystallographer, chemist, physicist and mineorologist. He holds five patents and has published more than 180 peer-reviewed articles.  He is recognized for his work in computational materials discovery, as well as the effects of pressure on chemical bonding and the state of matter at extreme conditions (inside the Earth and other planets).  Dr. Oganov’s crystal structure prediction method became the basis of the USPEX code, used by more than 3,500 researchers worldwide.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/artem-oganov.jpg,https://www.stonybrook.edu/experts/profile/artem-oganov,Computational Materials,Crystallography,Mineralogy,Russia's Scientific Brain Drain,,,,,,,,,,,,,
Alexander M Orlov,Materials Science and Engineering,Associate Professor,Materials Science and Engineering,College of Engineering and Applied Sciences,,,http://www.ic.sunysb.edu/Faculty/aorlov/,"Alexander Orlov's principle research and teaching activities are in the development of novel materials for energy generation, structural applications and environmental protection. The majority of his research focuses on synthesis of novel catalytic nanomaterials and tuning their properties for environmental and energy related applications. Read bio",https://www.stonybrook.edu/far-beyond/faculty-directory/images/Alexander%20Orlov%20Cropped%20Experts.jpg,https://www.stonybrook.edu/experts/profile/alexander-orlov,Nanoparticles,sustainable energy,energy efficiency,green chemistry,catalysis,,,,,,,,,,,,
Brian J. O'Hea,Surgery,"Associate Professor of Clinical Surgery, Chief of Breast and Oncologic Surgery Division, Director of Carol M. Baldwin Breast Care Center",Surgery,School of Medicine,,,http://medicine.stonybrookmedicine.edu/surgery/people/faculty/dr-brian-j-ohea,Brian O’Hea’s research has focused on sentinel node biopsy in patients with breast cancer; local excision alone for selected patients with DCIS; STAR trial (NSABP chemoprevention trial); a pilot study of Docetaxal and Doxil with G-CSF as neoadjuvant treatment for patients with Stage II and III breast cancer. He is also a moderator of a weekly multidisciplinary breast conference.,https://www.stonybrook.edu/far-beyond/faculty-directory/images/OheaBrian.jpg,https://www.stonybrook.edu/experts/profile/brian-ohea,breast biopsy,breast cancer,breast lumps in women,breast surgery,oncology,surgical oncology,,,,,,,,,,,
